wavelength,flux
6.995406215632365e-16,
6.786775765907306e-16,
6.810177238805971e-16,
6.832314945011784e-16,
7.097139434406912e-16,
7.335272299685781e-16,
7.221969078947369e-16,
7.409071916732128e-16,
7.570158591908876e-16,
7.359981117439119e-16,
7.359676070306364e-16,
7.360068273762765e-16,
7.175362234878241e-16,
6.905635202278083e-16,
6.921040082482324e-16,
7.107205989787902e-16,
7.148779556166537e-16,
7.182160428122545e-16,
7.646551109583661e-16,
7.793278780439905e-16,
7.7848464061272585e-16,
7.83221586802828e-16,
7.77338534956795e-16,
7.763732786724274e-16,
7.811036881382561e-16,
7.772927778868814e-16,
7.850279016103692e-16,
7.958069599371563e-16,
7.920941005498822e-16,
7.839275530243518e-16,
7.736823271798901e-16,
7.704902268263943e-16,
7.88662320306363e-16,
8.109220453652789e-16,
8.196507511783189e-16,
8.256928633150038e-16,
8.111660830714847e-16,
7.946107393951295e-16,
8.015287725844461e-16,
8.228668195208169e-16,
8.00661567164179e-16,
7.835680331893166e-16,
8.092137814218383e-16,
8.15678601728201e-16,
8.19953619402985e-16,
8.379078220738413e-16,
8.406924666142969e-16,
8.366919913589946e-16,
8.350185899450117e-16,
8.322993126472899e-16,
8.293142085624508e-16,
8.201017851531814e-16,
8.276517016889238e-16,
8.1597275432050265e-16,
7.882417910447761e-16,
8.122838629222309e-16,
8.366941702670856e-16,
8.40217464650432e-16,
8.493754153574234e-16,
8.596402513747054e-16,
8.384743381775333e-16,
8.20411190102121e-16,
8.427624293008641e-16,
8.733673723487825e-16,
8.563762470542028e-16,
8.365133208955223e-16,
8.503493872741556e-16,
8.663294992144541e-16,
8.662902788688138e-16,
8.546897721916733e-16,
8.423484367635507e-16,
8.524934328358209e-16,
8.680094373527101e-16,
8.492468597800472e-16,
8.293621445404556e-16,
8.570843921838178e-16,
8.876370414375491e-16,
8.623377395915162e-16,
8.205223144147683e-16,
8.196354988216811e-16,
8.291246435585231e-16,
8.129832924194815e-16,
