wavelength,flux,fluxerr
3736.5,6.121941169770895e-15,-3.586162232666394e-19
3738.788,6.521273012729626e-15,-3.586162232666394e-19
3741.075,6.790090284735861e-15,-3.586162232666394e-19
3743.363,6.482984391720248e-15,-3.586162232666394e-19
3745.651,6.620888630303692e-15,-3.586162232666394e-19
3747.938,6.209494241653265e-15,-3.586162232666394e-19
3750.226,6.532611081202601e-15,-3.586162232666394e-19
3752.513,6.228874007254038e-15,-3.586162232666394e-19
3754.801,6.397025169719063e-15,-3.586162232666394e-19
3757.088,7.148271821671268e-15,-3.586162232666394e-19
3759.376,6.274371176589685e-15,-3.586162232666394e-19
3761.664,5.950964546152861e-15,-3.586162232666394e-19
3763.951,6.055651504257971e-15,-3.586162232666394e-19
3766.239,6.634363906571893e-15,-3.586162232666394e-19
3768.526,6.403726583992227e-15,-3.586162232666394e-19
3770.814,6.2499925181797405e-15,-3.586162232666394e-19
3773.101,5.927419036544445e-15,-3.586162232666394e-19
3775.389,5.8158133210005544e-15,-3.586162232666394e-19
3777.677,5.818095424239524e-15,-3.586162232666394e-19
3779.964,5.77075083799614e-15,-3.586162232666394e-19
3782.252,5.89329615954271e-15,-3.586162232666394e-19
3784.539,5.133464452548667e-15,-3.586162232666394e-19
3786.827,5.401883262084606e-15,-3.586162232666394e-19
3789.114,5.59636917145012e-15,-3.586162232666394e-19
3791.402,5.662948627850532e-15,-3.586162232666394e-19
3793.689,5.661608344995899e-15,-3.586162232666394e-19
3795.977,5.419995192552618e-15,-3.586162232666394e-19
3798.265,4.918258494727747e-15,-3.586162232666394e-19
3800.552,4.917135555038731e-15,-3.586162232666394e-19
3802.84,5.044860888699152e-15,-3.586162232666394e-19
3805.127,5.152192188652591e-15,-3.586162232666394e-19
3807.415,5.533194757977694e-15,-3.586162232666394e-19
3809.702,4.848201547677477e-15,-3.586162232666394e-19
3811.99,4.665597064698978e-15,-3.586162232666394e-19
3814.278,5.009361504981848e-15,-3.586162232666394e-19
3816.565,5.186930871290239e-15,-3.586162232666394e-19
3818.853,5.019504186043935e-15,-3.586162232666394e-19
3821.14,5.4623408859868304e-15,-3.586162232666394e-19
3823.428,5.115787208411887e-15,-3.586162232666394e-19
3825.715,4.506719210633577e-15,-3.586162232666394e-19
3828.003,4.837587956423221e-15,-3.586162232666394e-19
3830.291,5.02638671962178e-15,-3.586162232666394e-19
3832.578,4.622889132655406e-15,-3.586162232666394e-19
3834.866,5.182040650063876e-15,-3.586162232666394e-19
3837.153,4.649948356774616e-15,-3.586162232666394e-19
3839.441,4.8816361713214265e-15,-3.586162232666394e-19
3841.728,4.685194173465367e-15,-3.586162232666394e-19
3844.016,4.5709441160731476e-15,-3.586162232666394e-19
3846.304,4.335054333657758e-15,-3.586162232666394e-19
3848.591,4.532003465566922e-15,-3.586162232666394e-19
3850.879,4.18624671293257e-15,-3.586162232666394e-19
3853.166,4.905797486565755e-15,-3.586162232666394e-19
3855.454,4.6696903609847496e-15,-3.586162232666394e-19
3857.741,3.932860805685081e-15,-3.586162232666394e-19
3860.029,4.1092347845825836e-15,-3.586162232666394e-19
