wavelength,flux
7.198284485492581e-16,
-8.179217131691352e-17,
-3.3876627566569955e-17,
2.802241869908955e-16,
5.8819541042000415e-16,
1.683275906890622e-16,
5.864879697826316e-16,
3.9604326372600904e-16,
9.358227277528117e-18,
2.6074221114117616e-16,
8.320895041117222e-16,
7.770756107109198e-16,
1.0846162610054602e-16,
-1.6166586418674513e-16,
-8.269228657426563e-16,
5.003524375714766e-16,
7.71796659755966e-16,
-7.608189490927115e-16,
6.452565095660974e-17,
-1.6258853423279662e-17,
2.4511952737970775e-16,
-1.2516527111928899e-16,
6.864080430861473e-16,
3.429473692845968e-17,
8.656568149319479e-17,
6.855127574621235e-16,
-1.4090381152734245e-16,
1.079004698422992e-15,
8.185966660973791e-17,
4.0030048041915136e-16,
4.519975734010423e-16,
2.741306670494876e-16,
6.783951572284945e-16,
2.426689085184717e-16,
2.8024462082865953e-16,
2.642266895266503e-16,
2.491366497044791e-16,
4.670621593374313e-16,
4.237511695277844e-16,
1.2141158069045062e-17,
5.20563647891785e-16,
6.084973824623233e-16,
6.337285741620343e-17,
3.6413967579565906e-16,
3.074897061227464e-16,
4.590804699542256e-16,
6.339360053053082e-17,
-1.4879054578214503e-17,
2.5745404231883617e-17,
2.083878147004739e-17,
3.762486176155581e-16,
1.2076242984537202e-16,
3.024325920793702e-16,
5.438527359806621e-16,
3.2343981781879e-16,
1.8741206400165244e-16,
4.0373463899646016e-17,
1.9596974565837538e-16,
8.764965137105806e-17,
3.1204779295106284e-16,
3.2240098320450026e-16,
5.075885760396477e-16,
3.2697542932037353e-16,
1.6047206677523372e-16,
1.5701182418954166e-16,
3.0124309271036157e-16,
2.0059212447545817e-16,
4.429317991752996e-17,
3.467526884086866e-16,
2.896224960767869e-16,
1.9151657841390695e-16,
5.660054583813161e-17,
2.956030644521631e-16,
1.2164396108614377e-16,
2.826403309951594e-16,
2.552407188999773e-16,
1.7486564201530356e-16,
2.279758824179763e-16,
9.879849603325786e-17,
1.8700291601738222e-16,
8.105298656743204e-17,
2.3597946547155436e-16,
2.4918884060261393e-16,
1.7361847827107338e-16,
9.732014907890033e-17,
2.1781520121519105e-16,
4.034947271691185e-16,
1.9271983778416486e-16,
2.6708363082119634e-16,
4.0722071818686673e-17,
2.238557076704752e-16,
9.445816897889887e-17,
3.0927043904453075e-16,
3.9201367106226295e-16,
2.541159486694132e-16,
2.544306035690376e-16,
8.192652543929075e-17,
1.9279374298467763e-16,
2.1095087227486555e-16,
1.6120114265160472e-16,
1.286914368871183e-16,
1.1704382614903946e-16,
1.933372208407179e-16,
1.7292451366462218e-16,
3.4882003925876535e-16,
7.354191561459446e-17,
2.405026816211066e-16,
1.907169433203066e-16,
1.171127922486889e-17,
5.236800303570003e-17,
5.731514795865651e-17,
2.0436470222003432e-16,
2.589503160180324e-16,
1.3548779520557522e-16,
8.505385346018365e-17,
2.373235995395978e-16,
1.1966287064799414e-16,
1.6656555423059798e-16,
1.6907629668233443e-16,
2.176495467130337e-16,
4.9045141414202134e-17,
2.0406168106300821e-16,
2.0242795309377187e-16,
2.037616189313207e-16,
1.1970456960966121e-16,
1.5168515725860638e-16,
1.62492979209867e-16,
5.92607358859421e-17,
1.1867043668742185e-16,
1.5635644636090493e-16,
1.6312097390108518e-16,
1.8772236544728057e-16,
2.5837189561253314e-16,
1.7187206954057122e-16,
1.1513195638798203e-16,
1.5049974391755228e-16,
2.667441587758539e-16,
1.3700217981201041e-16,
1.2990892277161772e-16,
2.1974427178666086e-16,
